,Unnamed: 0,userID,ISBN,Rating,Title,Author,PublicationYear,publisher,bookTitle,bookAuthor,unique_ISBN,Location,Age,TotalRatingCount
3664,16878,3546,0142002267,8,"Word Freak: Heartbreak, Triumph, Genius, and Obsession in the World of Competitive Scrabble Players",Stefan Fatsis,2002.0,Penguin Books,,,0142002267,"milwaukee, wisconsin, usa",27.0,103
3665,16884,3556,0064400581,0,Julie of the Wolves (Julie of the Wolves),Jean Craighead George,1972.0,HarperTrophy,,,0064400581,"bismarck, north dakota, usa",68.0,74
3666,16887,3556,0141312424,10,My Side of the Mountain,Jean Craighead George,2001.0,Puffin Books,,,0525443959,"bismarck, north dakota, usa",68.0,89
3667,16888,3556,0345339681,0,The Hobbit : The Enchanting Prelude to The Lord of the Rings,J.R.R. TOLKIEN,1986.0,Del Rey,,,0345339681,"bismarck, north dakota, usa",68.0,281
3668,16889,3556,0345339703,0,"The Fellowship of the Ring (The Lord of the Rings, Part 1)",J.R.R. TOLKIEN,1986.0,Del Rey,,,0618129030,"bismarck, north dakota, usa",68.0,368
3669,16890,3556,0345339711,0,"The Two Towers (The Lord of the Rings, Part 2)",J.R.R. TOLKIEN,1986.0,Del Rey,,,0618002235,"bismarck, north dakota, usa",68.0,260
3670,16891,3556,0345339738,0,"The Return of the King (The Lord of the Rings, Part 3)",J.R.R. TOLKIEN,1986.0,Del Rey,,,0345339738,"bismarck, north dakota, usa",68.0,211
3671,16895,3556,0385504209,10,The Da Vinci Code,Dan Brown,2003.0,Doubleday,,,0385504209,"bismarck, north dakota, usa",68.0,898
3672,16896,3556,0385508042,9,The King of Torts,John Grisham,2003.0,Doubleday Books,,,0440241537,"bismarck, north dakota, usa",68.0,458
3673,16898,3556,039914465X,0,Southern Cross,Patricia Daniels Cornwell,1999.0,Putnam Pub Group,,,0425172546,"bismarck, north dakota, usa",68.0,236
3674,16905,3556,0440439884,10,Island of the Blue Dolphins,SCOTT O'DELL,1971.0,Random House Children's Books,,,0440439884,"bismarck, north dakota, usa",68.0,100
3675,16907,3556,044651652X,10,The Bridges of Madison County,Robert James Waller,1992.0,Warner Books,,,0613025326,"bismarck, north dakota, usa",68.0,443
3676,16909,3556,0553102354,0,In Pursuit of the Proper Sinner,Elizabeth George,1999.0,Bantam Dell Pub Group,,,0553575104,"bismarck, north dakota, usa",68.0,95
3677,16913,3556,059030271X,0,Charlotte's Web,E. B. White,1974.0,Scholastic Paperbacks (T),,,059030271X,"bismarck, north dakota, usa",68.0,89
3678,16923,3556,0671027360,10,Angels &amp; Demons,Dan Brown,2001.0,Pocket Star,,,0743486226,"bismarck, north dakota, usa",68.0,670
3679,16924,3556,0684867621,0,The Girl Who Loved Tom Gordon : A Novel,Stephen King,1999.0,Scribner,,,0684867621,"bismarck, north dakota, usa",68.0,118
3680,16935,3556,0842329129,0,Left Behind: A Novel of the Earth's Last Days (Left Behind No. 1),Tim Lahaye,1996.0,Tyndale House Publishers,,,0842329129,"bismarck, north dakota, usa",68.0,318
3681,16936,3556,0842329250,0,Soul Harvest: The World Takes Sides (Left Behind No. 4),Tim Lahaye,1999.0,Tyndale House Publishers,,,0842329250,"bismarck, north dakota, usa",68.0,107
3682,16937,3556,0842329269,0,Apollyon: The Destroyer Is Unleashed (Left Behind No. 5),Jerry Jenkins,2000.0,Tyndale House Publishers,,,0842329269,"bismarck, north dakota, usa",68.0,83
3683,16938,3556,0842329277,10,"Assassins: Assignment: Jerusalem, Target: Antichrist (Left Behind No. 6)",Tim Lahaye,2000.0,Tyndale House Publishers,,,0842329277,"bismarck, north dakota, usa",68.0,58
3684,16947,3556,0971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,,,0971880107,"bismarck, north dakota, usa",68.0,2502
3685,16950,3569,0060502258,7,The Divine Secrets of the Ya-Ya Sisterhood: A Novel,Rebecca Wells,2002.0,HarperTorch,,,0060502258,"n/a, n/a, usa",34.74663765822785,376
3686,16952,3569,0446679593,0,Suzanne's Diary for Nicholas,James Patterson,2002.0,Warner Books,,,0446679593,"n/a, n/a, usa",34.74663765822785,457
3687,16954,3569,0679441557,9,Ladder of Years,Anne Tyler,1995.0,Random House Inc,,,0679441557,"n/a, n/a, usa",34.74663765822785,180
3688,16965,3575,0743237188,0,Fall On Your Knees (Oprah #45),Ann-Marie MacDonald,2002.0,Touchstone,,,0743237188,"chicago, illinois, usa",35.0,284
3689,16966,3578,0060987049,9,Microserfs,Douglas Coupland,1996.0,Regan Books,,,0060987049,"halifax, nova scotia, canada",25.0,70
3690,16969,3578,0316346624,10,The Tipping Point: How Little Things Can Make a Big Difference,Malcolm Gladwell,2002.0,Back Bay Books,,,0316316962,"halifax, nova scotia, canada",25.0,71
3691,16970,3578,0345347951,8,Childhood's End,Arthur C. Clarke,1987.0,Del Rey Books,,,0345249372,"halifax, nova scotia, canada",25.0,80
3692,16972,3578,0380973650,0,American Gods: A Novel,Neil Gaiman,2001.0,William Morrow,,,0380973650,"halifax, nova scotia, canada",25.0,65
3693,16978,3578,0679417796,9,The Alienist,Caleb Carr,1994.0,Random House,,,0553572997,"halifax, nova scotia, canada",25.0,350
3694,16980,3578,0802130208,10,A Confederacy of Dunces (Evergreen Book),John Kennedy Toole,1987.0,Grove Press,,,0802130208,"halifax, nova scotia, canada",25.0,139
3695,16982,3578,1573225517,10,High Fidelity,Nick Hornby,1996.0,Riverhead Books,,,1573225517,"halifax, nova scotia, canada",25.0,247
3696,16984,3580,0671003755,6,She's Come Undone (Oprah's Book Club (Paperback)),Wally Lamb,1996.0,Washington Square Press,,,0671003755,"essington, pennsylvania, usa",44.0,446
3697,16990,3588,0156628708,7,Mrs Dalloway,Virginia Woolf,1990.0,Harvest Books,,,0156628708,"marion, iowa, usa",34.74663765822785,138
3698,16991,3593,0316666343,9,The Lovely Bones: A Novel,Alice Sebold,2002.0,"Little, Brown",,,0316666343,"lahaina, hawaii, usa",34.74663765822785,1295
3699,17002,3596,0060199652,10,Prodigal Summer,Barbara Kingsolver,2000.0,HarperCollins,,,0060199652,"wetumpka, alabama, usa",34.74663765822785,179
3700,17006,3599,034541389X,0,Flesh and Blood,Jonathan Kellerman,2002.0,Ballantine Books,,,034541389X,"orlando, florida, usa",34.74663765822785,254
3701,17009,3601,0316284955,7,White Oleander : A Novel (Oprah's Book Club),Janet Fitch,2000.0,Back Bay Books,,,0316284955,"tallahassee, florida, usa",33.0,356
3702,17011,3602,0801855926,0,Friday,Michel Tournier,1997.0,Johns Hopkins University Press,,,034530988X,"colorado springs, colorado, usa",22.0,59
3703,17014,3605,0345412214,8,The Last Don,MARIO PUZO,1997.0,Ballantine Books,,,0345412214,"bristol, rhode island, usa",28.0,62
3704,17016,3605,0451147367,5,"The Bachman Books: Rage, the Long Walk, Roadwork, the Running Man",Stephen King,1991.0,New Amer Library,,,0451147367,"bristol, rhode island, usa",28.0,65
3705,17020,3619,0375501371,4,A Widow for One Year : A Novel,JOHN IRVING,1998.0,Random House,,,0375501371,"washington, dc, usa",34.74663765822785,54
3706,17022,3628,0786868015,8,The Diary of Ellen Rimbauer: My Life at Rose Red,Joyce Reardon,2001.0,Hyperion,,,0786890436,"easthampton, massachusetts, usa",34.74663765822785,156
3707,17025,3633,0060987529,0,Confessions of an Ugly Stepsister : A Novel,Gregory Maguire,2000.0,Regan Books,,,0060987529,"courtenay, british columbia, canada",34.0,228
3708,17027,3640,0142002267,8,"Word Freak: Heartbreak, Triumph, Genius, and Obsession in the World of Competitive Scrabble Players",Stefan Fatsis,2002.0,Penguin Books,,,0142002267,"sacramento, california, usa",34.74663765822785,103
3709,17028,3640,0312951426,8,The Ice House,Minette Walters,1994.0,St. Martin's Press,,,0330327917,"sacramento, california, usa",34.74663765822785,60
3710,17030,3640,0375703764,6,House of Leaves,Mark Z. Danielewski,2000.0,Pantheon Books,,,0375703764,"sacramento, california, usa",34.74663765822785,95
3711,17033,3640,0446523321,0,The Simple Truth,David Baldacci,1998.0,Warner Books Inc,,,0446523321,"sacramento, california, usa",34.74663765822785,197
3712,17035,3640,0553092626,0,Playing for the Ashes,Elizabeth George,1994.0,Bantam Dell Pub Group,,,0553572512,"sacramento, california, usa",34.74663765822785,79
3713,17038,3640,0671004549,5,You Belong To Me,Mary Higgins Clark,1999.0,Pocket Books,,,0671004549,"sacramento, california, usa",34.74663765822785,123
3714,17039,3640,0671004573,0,Before I Say Good-Bye,Mary Higgins Clark,2001.0,Pocket,,,0671004573,"sacramento, california, usa",34.74663765822785,178
3715,17040,3640,0671027360,8,Angels &amp; Demons,Dan Brown,2001.0,Pocket Star,,,0743486226,"sacramento, california, usa",34.74663765822785,670
3716,17041,3640,0671567829,8,The Bookman's Wake (Cliff Janeway Novels (Paperback)),John Dunning,1996.0,Pocket Star,,,0671567829,"sacramento, california, usa",34.74663765822785,53
3717,17042,3640,0743410653,0,Booked to Die (Cliff Janeway Novels (Paperback)),John Dunning,2000.0,Pocket Star,,,0743410653,"sacramento, california, usa",34.74663765822785,74
3718,17044,3641,0553277472,0,Zen and the Art of Motorcycle Maintenance: An Inquiry into Values,ROBERT PIRSIG,1984.0,Bantam,,,0553277472,"king george, virginia, usa",34.0,210
3719,17048,3643,0380731851,0,Mystic River,Dennis Lehane,2002.0,HarperTorch,,,0380731851,"robbinsdale, minnesota, usa",34.74663765822785,362
3720,17049,3643,0380789035,0,American Gods,Neil Gaiman,2002.0,HarperTorch,,,0380789035,"robbinsdale, minnesota, usa",34.74663765822785,302
3721,17056,3643,0446608262,0,The Lion's Game,Nelson DeMille,2000.0,Warner Books,,,0446608262,"robbinsdale, minnesota, usa",34.74663765822785,122
3722,17062,3648,0380804557,7,Stardust,Neil Gaiman,2003.0,Avon,,,0380977281,"durham, north carolina, usa",34.74663765822785,102
3723,17077,3660,0425161617,3,The Accidental Tourist,Anne Tyler,1998.0,Berkley Publishing Group,,,0425092917,"huntington beach, california, usa",34.74663765822785,148
3724,17080,3668,0743418174,0,Good in Bed,Jennifer Weiner,2002.0,Washington Square Press,,,0743418174,"chicago, illinois, usa",25.0,490
3725,17084,3669,0446672211,10,Where the Heart Is (Oprah's Book Club (Paperback)),Billie Letts,1998.0,Warner Books,,,0446672211,"williamsburg, massachusetts, usa",34.0,585
3726,17088,3669,0553560247,9,Dying for Chocolate (Culinary Mysteries (Paperback)),DIANE MOTT DAVIDSON,1993.0,Bantam,,,0553560247,"williamsburg, massachusetts, usa",34.0,111
3727,17090,3669,0861782356,10,Little Women,Louisa May Alcott,0.0,Octopus Publising Group Plc,,,185854176X,"williamsburg, massachusetts, usa",34.0,65
3728,17154,3690,0553295772,0,Extreme Measures,Michael Palmer,1992.0,Bantam Books,,,0553295772,"pickerington, ohio, usa",34.74663765822785,86
3729,17157,3693,0441003257,8,Good Omens,Neil Gaiman,1996.0,Ace Books,,,0441003257,"hampton, virginia, usa",23.0,168
3730,17170,3693,0812575717,0,Ender's Shadow,Orson Scott Card,2000.0,Tor Books,,,0765342405,"hampton, virginia, usa",23.0,62
3731,17171,3694,0446523569,8,Message in a Bottle,Nicholas Sparks,1998.0,Warner Books,,,0446606812,"raleigh, north carolina, usa",16.0,496
3732,17173,3709,0440236673,7,The Brethren,John Grisham,2000.0,Island,,,0440236673,"lucama, north carolina, usa",30.0,556
3733,17174,3709,067102423X,10,Bag of Bones,Stephen King,1999.0,Pocket,,,067102423X,"lucama, north carolina, usa",30.0,195
3734,17178,3719,0312978332,6,Name Dropping : What If Two Very Different Women Had The Same Exact Name?,Jane Heller,2001.0,St. Martin's Press,,,0312978332,"eielson afb, alaska, usa",18.0,56
3735,17180,3719,0345384369,8,Intensity,DEAN KOONTZ,1996.0,Ballantine Books,,,0553582917,"eielson afb, alaska, usa",18.0,193
3736,17182,3719,0446609781,8,Beneath the Skin,Nicci French,2001.0,Warner Books,,,0446609781,"eielson afb, alaska, usa",18.0,60
3737,17183,3719,0449219410,9,Skin Tight,Carl Hiaasen,1990.0,Fawcett Books,,,0449219410,"eielson afb, alaska, usa",18.0,68
3738,17184,3719,0451124383,8,Man From St Petersburg,Ken Follett,1983.0,Penguin Putnam~mass,,,0451124383,"eielson afb, alaska, usa",18.0,54
3739,17186,3719,0451408888,8,The Trials of Tiffany Trott,Isabel Wolff,1999.0,Onyx Books,,,0451408888,"eielson afb, alaska, usa",18.0,55
3740,17188,3719,051512608X,7,The Reef,Nora Roberts,1999.0,Jove Books,,,051512608X,"eielson afb, alaska, usa",18.0,154
3741,17189,3719,0515127221,7,Sullivan's Island: A Lowcountry Tale,Dorothea Benton Frank,2000.0,Jove Books,,,0515127221,"eielson afb, alaska, usa",18.0,75
3742,17193,3719,0679454446,8,Lucky You,Carl Hiaasen,1997.0,Random House Inc,,,0446604658,"eielson afb, alaska, usa",18.0,129
3743,17196,3728,0060008776,7,Pagan Babies,Elmore Leonard,2002.0,HarperTorch,,,0060008776,"pembroke pines, florida, usa",40.0,91
3744,17199,3728,0553574671,9,Prime Cut,Diane Mott Davidson,2000.0,Bantam Books,,,0553574671,"pembroke pines, florida, usa",40.0,97
3745,17203,3731,0312956126,0,The Scold's Bridle,Minette Walters,1995.0,St. Martin's Press,,,0312956126,"philadelphia, pennsylvania, usa",34.74663765822785,55
3746,17220,3756,0446611867,7,A Bend in the Road,Nicholas Sparks,2002.0,Warner Books,,,0446527785,"round rock, texas, usa",44.0,346
3747,17345,3761,0375727345,0,House of Sand and Fog,Andre Dubus III,2000.0,Vintage Books,,,0375727345,"san diego, california, usa",34.74663765822785,588
3748,17347,3761,0449005615,0,Seabiscuit: An American Legend,LAURA HILLENBRAND,2002.0,Ballantine Books,,,0449005615,"san diego, california, usa",34.74663765822785,275
3749,17349,3761,067088300X,0,The Girls' Guide to Hunting and Fishing,Melissa Bank,1999.0,Viking Books,,,0140292683,"san diego, california, usa",34.74663765822785,573
3750,17353,3767,0380018179,0,The Thorn Birds,Colleen McCullough,1978.0,Avon,,,0380018179,"london, ontario, canada",34.74663765822785,227
3751,17354,3767,0446608890,0,Saving Faith,David Baldacci,2000.0,Warner Vision,,,0375727981,"london, ontario, canada",34.74663765822785,208
3752,17359,3775,0312983298,8,Full Speed (Janet Evanovich's Full Series),Janet Evanovich,2003.0,St. Martin's Paperbacks,,,0312983298,"port angeles, washington, usa",57.0,90
3753,17361,3775,0425188787,5,Hunting Season (Anna Pigeon Novels (Paperback)),Nevada Barr,2003.0,Berkley Publishing Group,,,0425188787,"port angeles, washington, usa",57.0,60
3754,17370,3780,0743437640,8,The Mulberry Tree,Jude Deveraux,2003.0,Pocket,,,0743437640,"eagle river, alaska, usa",34.74663765822785,156
3755,17371,3780,1551668912,0,Thursday'S At Eight,Debbie Macomber,2002.0,Mira,,,1551668912,"eagle river, alaska, usa",34.74663765822785,72
3756,17381,3798,042515601X,0,Acts of War (Tom Clancy's Op Center (Paperback)),Tom Clancy,1997.0,Berkley Publishing Group,,,042515601X,"anchorage, alaska, usa",23.0,67
3757,17391,3814,0156011042,4,East of the Mountains (Vintage Contemporaries (Paperback)),David Guterson,2000.0,Harvest Books,,,0156011042,"langhorne, pennsylvania, usa",34.74663765822785,61
3758,17392,3814,0375703861,7,White Teeth: A Novel,Zadie Smith,2001.0,Vintage Books USA,,,0375703861,"langhorne, pennsylvania, usa",34.74663765822785,164
3759,17393,3814,0671510053,0,SHIPPING NEWS,Annie Proulx,1994.0,Scribner,,,0671510053,"langhorne, pennsylvania, usa",34.74663765822785,382
3760,17396,3814,1573225789,5,The Color of Water: A Black Man's Tribute to His White Mother,James McBride,1997.0,Riverhead Books,,,1573225789,"langhorne, pennsylvania, usa",34.74663765822785,223
3761,17399,3817,0312924585,0,Silence of the Lambs,Thomas Harris,1991.0,St. Martin's Press,,,0312924585,"columbia, south carolina, usa",29.0,256
3762,17400,3817,0380018179,8,The Thorn Birds,Colleen McCullough,1978.0,Avon,,,0380018179,"columbia, south carolina, usa",29.0,227
3763,17401,3817,0385479565,9,The Hot Zone,Richard Preston,1995.0,Anchor,,,0385479565,"columbia, south carolina, usa",29.0,260
3764,17402,3817,0425152251,6,Sophie's World: A Novel About the History of Philosophy,Jostein Gaarder,1996.0,Berkley Publishing Group,,,0425152251,"columbia, south carolina, usa",29.0,230
3765,17403,3817,0440206154,7,Red Dragon,Thomas Harris,2000.0,Dell Publishing Company,,,0440206154,"columbia, south carolina, usa",29.0,402
3766,17404,3817,0440967694,10,The Outsiders,S. E. Hinton,1993.0,Learning Curve,,,0440967694,"columbia, south carolina, usa",29.0,77
3767,17405,3817,0553149660,7,The Catcher in the Rye,J. D. Salinger,0.0,Bantam Books,,,0316769487,"columbia, south carolina, usa",29.0,449
3768,17406,3817,0671758896,8,"Loves Music, Loves to Dance",Mary Higgins Clark,1992.0,Pocket,,,0671758896,"columbia, south carolina, usa",29.0,184
3769,17407,3817,0671776975,0,A RIVER RUNS THROUGH IT AND OTHER STORIES : AND OTHER STORIES,Norman Maclean,1992.0,Pocket,,,0671776975,"columbia, south carolina, usa",29.0,63
3770,17409,3821,0060930535,7,The Poisonwood Bible: A Novel,Barbara Kingsolver,1999.0,Perennial,,,0060930535,"scottdale, pennsylvania, usa",36.0,494
3771,17410,3821,0842329129,0,Left Behind: A Novel of the Earth's Last Days (Left Behind No. 1),Tim Lahaye,1996.0,Tyndale House Publishers,,,0842329129,"scottdale, pennsylvania, usa",36.0,318
3772,17413,3827,0060929790,0,One Hundred Years of Solitude,Gabriel Garcia Marquez,1998.0,Perennial,,,0060929790,"orlando, florida, usa",23.0,138
3773,17416,3827,0140132708,10,Midnight's Children,Salman Rushdie,1995.0,Penguin Books,,,0140132708,"orlando, florida, usa",23.0,54
3774,17417,3827,014029628X,6,Girl in Hyacinth Blue,Susan Vreeland,2000.0,Penguin Books,,,014029628X,"orlando, florida, usa",23.0,225
3775,17418,3827,0141301058,10,The BFG,Roald Dahl,1998.0,Puffin Books,,,0141301058,"orlando, florida, usa",23.0,83
3776,17427,3827,0312274920,8,Round Ireland With a Fridge,Tony Hawks,2001.0,St. Martin's Press,,,0312274920,"orlando, florida, usa",23.0,102
3777,17432,3827,0345337662,7,Interview with the Vampire,Anne Rice,1993.0,Ballantine Books,,,0345337662,"orlando, florida, usa",23.0,508
3778,17433,3827,0345348036,9,The Princess Bride: S Morgenstern's Classic Tale of True Love and High Adventure,WILLIAM GOLDMAN,1987.0,Del Rey,,,0345348036,"orlando, florida, usa",23.0,169
3779,17434,3827,0345351525,8,The Queen of the Damned (Vampire Chronicles (Paperback)),Anne Rice,1993.0,Ballantine Books,,,0345351525,"orlando, florida, usa",23.0,274
3780,17436,3827,034538475X,8,The Tale of the Body Thief (Vampire Chronicles (Paperback)),Anne Rice,1993.0,Ballantine Books,,,034538475X,"orlando, florida, usa",23.0,193
3781,17438,3827,0345409671,8,"Memnoch the Devil (Vampire Chronicles, No 5)",Anne Rice,1997.0,Ballantine Books,,,0345409671,"orlando, florida, usa",23.0,70
3782,17439,3827,0345413350,7,"The Golden Compass (His Dark Materials, Book 1)",PHILIP PULLMAN,1997.0,Del Rey,,,037582345X,"orlando, florida, usa",23.0,336
3783,17441,3827,0345423402,7,A Kiss of Shadows (Meredith Gentry Novels (Paperback)),LAURELL K. HAMILTON,2002.0,Ballantine Books,,,0345423402,"orlando, florida, usa",23.0,81
3784,17457,3827,0385482388,0,The Mistress of Spices,Chitra Banerjee Divakaruni,1998.0,Anchor Books/Doubleday,,,0385482388,"orlando, florida, usa",23.0,90
3785,17462,3827,0394820371,0,The Phantom Tollbooth,Norton Juster,1993.0,Yearling Books,,,0394820371,"orlando, florida, usa",23.0,125
3786,17484,3827,0553562614,10,Snow Crash,Neal Stephenson,1993.0,Bantam,,,0553562614,"orlando, florida, usa",23.0,84
3787,17500,3827,0765342987,10,Kushiel's Dart,Jacqueline Carey,2002.0,Tor Books,,,0765342987,"orlando, florida, usa",23.0,60
3788,17505,3827,0804114986,10,The Bonesetter's Daughter,Amy Tan,2002.0,Ballantine Books,,,0804114986,"orlando, florida, usa",23.0,384
3789,17508,3827,0826308791,8,The Education of Little Tree (A Zia Book),Forrest Carter,1986.0,University of New Mexico Press,,,0826308791,"orlando, florida, usa",23.0,70
3790,17514,3827,0886777844,7,Summon the Keeper,Tanya Huff,1998.0,Daw Books,,,0886777844,"orlando, florida, usa",23.0,52
3791,17527,3839,0060932759,7,Daughter of Fortune,Isabel Allende,2000.0,Perennial,,,0060932759,"broomfield, colorado, usa",34.74663765822785,112
3792,17528,3839,0312171838,6,Bachelor Brothers' Bed &amp; Breakfast,Bill Richardson,1997.0,St. Martin's Griffin,,,0312171838,"broomfield, colorado, usa",34.74663765822785,53
3793,17532,3840,0312199430,0,One Thousand White Women : The Journals of May Dodd: A Novel,Jim Fergus,1999.0,St. Martin's Griffin,,,0312199430,"meriden, connecticut, usa",46.0,74
3794,17533,3840,0345423291,10,What We Keep : A Novel (Ballantine Reader's Circle),Elizabeth Berg,1999.0,Ballantine Books,,,0345423291,"meriden, connecticut, usa",46.0,64
3795,17538,3840,0375412824,0,The Dive From Clausen's Pier (Alex Awards),ANN PACKER,2002.0,Knopf,,,0375412824,"meriden, connecticut, usa",46.0,120
3796,17540,3840,0385508042,8,The King of Torts,John Grisham,2003.0,Doubleday Books,,,0440241537,"meriden, connecticut, usa",46.0,458
3797,17542,3840,0425162443,0,The Rapture of Canaan,Sheri Reynolds,1997.0,Berkley Publishing Group,,,0425162443,"meriden, connecticut, usa",46.0,208
3798,17545,3840,0446679364,0,The Future Homemakers of America,Laurie Graham,2002.0,Warner Books,,,0446679364,"meriden, connecticut, usa",46.0,76
3799,17550,3840,0515131229,0,Dance upon the Air (Three Sisters Island Trilogy),Nora Roberts,2003.0,Jove Books,,,0515131229,"meriden, connecticut, usa",46.0,258
3800,17551,3840,0515132020,0,Heaven and Earth (Three Sisters Island Trilogy),Nora Roberts,2003.0,Jove Books,,,0515132020,"meriden, connecticut, usa",46.0,210
3801,17552,3840,051513287X,9,Face the Fire (Three Sisters Island Trilogy),Nora Roberts,2002.0,Jove Books,,,051513287X,"meriden, connecticut, usa",46.0,237
3802,17558,3840,0688177751,0,Miss Julia Speaks Her Mind : A Novel,Ann B. Ross,2000.0,Perennial,,,0688177751,"meriden, connecticut, usa",46.0,122
3803,17570,3840,193156146X,10,The Time Traveler's Wife,Audrey Niffenegger,2003.0,MacAdam/Cage Publishing,,,193156146X,"meriden, connecticut, usa",46.0,51
3804,17576,3853,048627263X,10,Flatland: A Romance of Many Dimensions (Dover Thrift Editions),Edwin A. Abbott,1992.0,Dover Publications,,,048627263X,"erie, colorado, usa",34.74663765822785,51
3805,17588,3865,038079487X,7,What Looks Like Crazy On An Ordinary Day,Pearl Cleage,1998.0,Perennial,,,038079487X,"chandler, arizona, usa",25.0,212
3806,17589,3869,0060926317,0,Mutant Message Down Under,Marlo Morgan,1995.0,Perennial,,,0060926317,"chapel hill, north carolina, usa",38.0,123
3807,17590,3869,0385335482,0,Confessions of a Shopaholic (Summer Display Opportunity),SOPHIE KINSELLA,2001.0,Delta,,,0385335482,"chapel hill, north carolina, usa",38.0,350
3808,17591,3869,0684872153,9,Angela's Ashes (MMP) : A Memoir,Frank McCourt,1999.0,Scribner,,,0684872153,"chapel hill, north carolina, usa",38.0,326
3809,17600,3879,0312195516,0,The Red Tent (Bestselling Backlist),Anita Diamant,1998.0,Picador USA,,,0312195516,"cliffside park, new jersey, usa",40.0,723
3810,17601,3879,0312421273,0,The Corrections: A Novel,Jonathan Franzen,2002.0,Picador USA,,,0312421273,"cliffside park, new jersey, usa",40.0,155
3811,17602,3879,0679454454,0,Sick Puppy,Carl Hiaasen,2000.0,Alfred A. Knopf,,,0446604666,"cliffside park, new jersey, usa",40.0,210
3812,17614,3884,0399147020,8,Blood Lure,Nevada Barr,2001.0,G. P. Putnam's Sons,,,0399147020,"arlington, washington, usa",64.0,68
3813,17616,3886,0440241162,0,Nerd in Shining Armor,Vicki Lewis Thompson,2003.0,Dell Publishing Company,,,0440241162,"whitby, ontario, canada",34.74663765822785,96
3814,17617,3886,0451202341,0,Back Roads,Tawni O'Dell,2001.0,Signet Book,,,0670894184,"whitby, ontario, canada",34.74663765822785,276
3815,17620,3894,0440226430,10,Summer Sisters,Judy Blume,1999.0,Dell Publishing Company,,,0440226430,"grand canyon, arizona, usa",34.74663765822785,573
3816,17624,3910,0786866586,7,Shopgirl : A Novella,Steve Martin,2000.0,Hyperion Press,,,0786866586,"allston, massachusetts, usa",25.0,100
3817,17674,3917,0156007754,7,Blindness (Harvest Book),Jose Saramago,1999.0,Harvest Books,,,0156007754,"toronto, ontario, canada",25.0,96
3818,17675,3917,031205436X,10,Generation X: Tales for an Accelerated Culture,Douglas Coupland,1992.0,St. Martin's Press,,,031205436X,"toronto, ontario, canada",25.0,68
3819,17679,3917,038533348X,7,Cat's Cradle,Kurt Vonnegut,1998.0,Delta,,,038533348X,"toronto, ontario, canada",25.0,98
3820,17685,3917,0670892963,5,Bridget Jones : The Edge of Reason,Helen Fielding,2000.0,Viking Books,,,0670892963,"toronto, ontario, canada",25.0,131
3821,17695,3917,1573226521,7,The Beach,Alex Garland,1998.0,Riverhead Books,,,1573226521,"toronto, ontario, canada",25.0,105
3822,17696,3917,1573226882,6,Fever Pitch,Nick Hornby,1998.0,Riverhead Books,,,1573226882,"toronto, ontario, canada",25.0,71
3823,17697,3917,1573228214,8,High Fidelity,Nick Hornby,2000.0,Riverhead Books,,,1573225517,"toronto, ontario, canada",25.0,247
3824,17702,3921,0811825558,5,The Worst-Case Scenario Survival Handbook,Joshua Piven,1999.0,Chronicle Books,,,0811825558,"geneva, illinois, usa",45.0,64
3825,17756,3935,0345313860,0,"The Vampire Lestat (Vampire Chronicles, Book II)",ANNE RICE,1986.0,Ballantine Books,,,0345313860,"cannon falls, minnesota, usa",34.74663765822785,301
3826,17760,3938,0553571818,9,Long After Midnight,IRIS JOHANSEN,1997.0,Bantam,,,0553571818,"los banos, california, usa",37.0,112
3827,17761,3939,0441790348,8,Stranger in a Strange Land (Remembering Tomorrow),Robert A. Heinlein,1995.0,ACE Charter,,,0441790348,"kenai, alaska, usa",53.0,130
3828,17768,3944,0684874350,0,ANGELA'S ASHES,Frank McCourt,1996.0,Scribner,,,0684874350,"lloydminster, saskatchewan, canada",34.74663765822785,279
3829,17773,3948,0451155750,9,The Dead Zone,Stephen King,2004.0,Signet Book,,,0451155750,"asheville, north carolina, usa",34.74663765822785,134
3830,17779,3954,0553573403,0,"A Game of Thrones (A Song of Ice and Fire, Book 1)",George R.R. Martin,1997.0,Spectra Books,,,0553573403,"detroit, michigan, usa",24.0,92
3831,17782,3954,0618126988,5,The Silmarillion,J.R.R. Tolkien,2001.0,Houghton Mifflin,,,0345325818,"detroit, michigan, usa",24.0,140
3832,17786,3965,0345391055,9,Disclosure,Michael Crichton,1994.0,Ballantine Books,,,0345391055,"st. peters, missouri, usa",34.74663765822785,318
3833,17789,3965,0553280147,6,Till We Meet Again,Judith Krantz,1989.0,Bantam Books,,,0553280147,"st. peters, missouri, usa",34.74663765822785,57
3834,17791,3965,0821739514,6,Privileged Information,Stephen White,1996.0,Kensington Pub Corp,,,0786013567,"st. peters, missouri, usa",34.74663765822785,52
3835,17792,3966,0312979479,0,And Then There Were None : A Novel,Agatha Christie,2001.0,St. Martin's Paperbacks,,,0312979479,"plymouth, michigan, usa",15.0,72
3836,17793,3975,0375760911,9,The Idiot Girls' Action Adventure Club,Laurie Notaro,2002.0,Villard Books,,,0375760911,"c.m.c.h., new jersey, usa",29.0,113
3837,17794,3977,0375700757,9,Cold Mountain : A Novel,CHARLES FRAZIER,1998.0,Vintage,,,0375700757,"columbiana, alabama, usa",63.0,311
